nombre_farmacia,latitud,longitud
FARMACIA ZARATE,26.03878481,-98.35737854
FARMACIAS GUADALAJARA,20.08147668,-98.35657807
FARMACIA DEL ANGEL,20.34994854,-98.35657484
MULTIFARMACIAS GENERICOS,26.03875935,-98.35623837
FARMACIAS GUADALAJARA,20.07932013,-98.35599612
FARMACIA MEDIS FARMA,26.06061887,-98.35541769
NUEVA FARMACIA LA PURISIMA,26.03887215,-98.35522255
FARMACIA SIN NOMBRE,26.05627226,-98.35165875
FARMACIAS GUADALAJARA,20.08090997,-98.35102402
FARMACIA GUADALAJARA,2.60530372,-98.34943204
FARMACIAS GUADALAJARA,21.02084622,-98.34861556
FARMACIAS GUADALAJARA,21.02002302,-98.34762793
FARMACIA GRUPO DEGAG,26.03995208,-98.34639278
FARMACIA SAN DIEGO,20.13939498,-98.34541724
FARMACIA EMANUEL,20.76244569,-98.34270051
FARMACIA MITZI,20.06795651,-98.34232135
AUTOSERVICIO Y FARMACIA MAX 24,2.60630628,-98.34210235
FARAMACIA EL DIVINIO NIÑO,26.03880443,-98.33897009
FARMACIA TELEFONIA CELULAR Y RECARGAS,26.03880167,-98.33897004
FARMACIAS GUADALAJARA,26.08637481,-98.33715616
FARMACIAS GUADALAJARA,19.00599038,-98.33101874
FARMACIA LIBRA,2.60634855,-98.33070684
FARMACIAS DEL EJE ANDRES,26.06731173,-98.33019213
FARMACIA Y ABARROTES MARIA DEL MAR,26.11093593,-98.32949761
FARMACIA GUADALAJARA,0.26050744,-98.32838518
FARMACIAS GUADALAJARA,26.06011071,-98.32653278
FARMACIA Y ABARROTES LA EZPERANZA,19.10901177,-98.32624393
FARMA APLICADA,26.07038771,-98.32570249
FARMAHORRO LA TURBA,26.08236571,-98.32470947
FARMACIA PROGRESO,26.07206125,-98.32374366
FARMACIA DE JESUS,22.72893935,-98.32299854
FARMACIA CON CONSULTORIO MEDICO,22.72941828,-98.32262315
FARMACIA RANGEL,26.09853667,-98.32237362
MEDICINE DEPOT,26.07022434,-98.32062842
FARMACIA SAN FRANCISCO,26.07016897,-98.32049996
FARMACIAS GUADALAJARA,19.06508716,-98.31975359
FARMACIAS GUADALAJARA,26.05744161,-98.31896186
FARMACIAS GUADALAJARA,19.02869445,-98.31754396
FARMACIAS GUADALAJARA,19.33386075,-98.31746468
FARMACIAS GUADALAJARA,2.60673318,-98.31735769
FARMACIA GUADALAJARA,2.60673318,-98.31735769
FARMACIAS GUADALAJARA,26.06743474,-98.31733131
FARMACIA DEL ANGEL,19.03850791,-98.31571433
FARMACIA MUÑOZ,19.06876979,-98.31504858
FARMACIA Y MINISUPER,19.02044828,-98.31467103
GENERICOS CASTAÑEDA,19.23288469,-98.31461952
FARMACIAS BENAVIDES SUC. ZINACANTEPEC MEX,26.07023078,-98.31448927
FARMA Y MAS,19.23453376,-98.31436373
FARMACIA SAN JOSE,19.31847758,-98.31332477
FARMACIAS GUADALAJARA,20.03627551,-98.31323707
FARMACIA AMILPA,26.08367725,-98.31234838
FARMACIA FARMAPRONTO,18.11621655,-98.31219419
FARMACIA ULIBERY,19.06392559,-98.31151804
FARMA Y MÁS,20.17322739,-98.31053268
FARMACIA GUADALAJARA,26.07008426,-98.31047511
FARMACIA DEL EJE Y ABARROTES VANE,2.00350322,-98.31027887
FARMACIA GUADALUPANA,19.06671229,-98.31022943
FARMACIAS GUADALAJARA,19.06337432,-98.31016756
FARMACIAS GUADALAJARA,19.03639712,-98.30998936
FARMACIAS BENAVIDES SUC PASEO LA VIRGEN CDM,19.07529636,-98.30983831
FARMACIA DENI,20.03790522,-98.30965617
FARMACIA GENERAL AHORRO,26.06003194,-98.30924015
FARMACIA JARDIN,19.16608756,-98.30721645
FARMACIAS GUADALAJARA,26.05894262,-98.30273968
FARMACIA SAN LORENZO,26.08143502,-98.30241484
FARMACIAS BENAVIDES SUC TLALPAN LA JOYA CDM,1.91236672,-98.30241157
FARMACIAS GUADALAJARA,26.08553976,-98.30128066
FARMACIA CAMBE,1.90493105,-98.30016825
FARMACIAS BENAVIDES,26.04904508,-98.29963688
FARMACIA BENAVIDES SUC SIDAR MEX,26.06323039,-98.29787202
FARMACIA ATLANTIS,26.05628397,-98.29644739
FARMACIAS VESTA FARMARCIA SIMILAR SUCURSAL,26.05632511,-98.29634305
FARMACIAS GUADALAJARA,19.05900354,-98.29560615
FARMACIA GI I,26.06705849,-98.29528666
FARMACIAS GUADALAJARA,2.60695452,-98.29491608
FARMACIA SUPER GENÉRICA,26.07145291,-98.29454098
FARMACIA SAN JUDITAS,26.05594115,-98.29219792
FARMACIA SANTA TERESITA,19.04731969,-98.29205913
FARMACIA GUADALAJARA,26.07227517,-98.29146062
FARMACIA ROFEINU,19.04940002,-98.29133242
100 POR CIENTO FARMA,21.02491858,-98.28942673
FARMACIAS GUADALAJARA,26.08635615,-98.28942112
FARMACIA DE JESUS,26.07528818,-98.28862963
FARMACIAS BENAVIDES SUC SAN SALVADOR MEX,26.09888597,-98.28856074
FARMACIA SAGRADO CORAZON,26.09611927,-98.28849944
FARMACIA GUADALAJARA,26.03287905,-98.28836995
SUPER FARMACIA ROSSEL,26.09598554,-98.28738565
FARMACIAS BENAVIDES SUC COMONFORT MEX,26.07963366,-98.28722686
FARMACIA DEL EJE DE JESUS,2.10312972,-98.28720392
FARMACIAS BENAVIDES SUC JUAREZ MEX,26.07071406,-98.28711117
FARMACIA ROSALES,26.02014686,-98.28620536
FARMACIAS DE CONFIANZA,21.03466211,-98.28603369
FARMACIA DEL EJE CLAUDIA,26.08459239,-98.28568643
FARMACIA SAN DIEGO,26.08462718,-98.28567638
FARMACIA DE GENÉRICOS,26.08518163,-98.28551612
FARMACIA SIN NOMBRE,21.03197698,-98.28494898
FARMACIA LA ESPERANZA,26.03437207,-98.28470726
FARMACIA POLANCO,26.01789038,-98.28434946
FARMACIA PISIS,26.02245595,-98.28402111
FARMACIAS GUADALAJARA,26.09604587,-98.28272663
F ZP COLIM TER ANLLO 00489 TM,26.08665803,-98.28226159
FARMACIA DE LA LUZ,0.26066837,-98.28217047
FARMACIA REFORMA AGRARIA,19.06739468,-98.28199042
FARMACIA SAN ANTONIO,26.07918909,-98.28107243
FARMACITY,26.06469264,-98.28106312
F ZP COLIM MA AHUMAD 00495 TM,26.02143705,-98.28082457
SUPER FARMACIA COLINA,26.09368891,-98.28029168
FARMACIA CLARITA,2.60936936,-98.28029095
FARCIA ABIGAIL,26.08931483,-98.28003949
FARMACIA SIN NOMBRE,26.08195746,-98.28001948
MEGA FARMA TLAHUAC,26.09105503,-98.27979825
FARMACIA ALEGRIA,2.60911089,-98.27978806
FARMACIA DEL CARMEN,2.60891052,-98.27927308
FARMACIAS GUADALAJARA,26.08854358,-98.27926073
FARMACIA UNIDOS,26.09526328,-98.27895866
FARMACIA LA PAZ,26.09250259,-98.27858152
FARMACIA SAN JOSE,26.02113231,-98.27848399
PERFUMERIA MIA,17.53003193,-98.27779899
FARMACIAS GUADALAJARA,1.90511518,-98.27718656
FARMACIA SAN JUAN,18.33079221,-98.27649111
FARMACIA FARMAPRONTO,26.07004634,-98.27634115
FARMACIAS GUADALAJARA,26.07658583,-98.27578956
F FT CDMX XOCHI DIV 00359 TM,17.27350726,-98.27562657
FARMACIA GUADALAJARA,1.91033741,-98.27483712
FARMACIA CENTENARIO,19.38610056,-98.27478534
F ZP COLIM MEDCA NRT 00488 TM,25.98854468,-98.27464155
FARMACIA TLAHUI,26.02088302,-98.27457395
FARMACIAS BENAVIDES SUC SAN MATEO 3 MEX,18.33171471,-98.27443215
FARMACIAS GUADALAJARA,17.27330153,-98.27392986
FARMA PRONTO,2.59887693,-98.27317392
FARMACIAS GUADALAJARA,26.08700652,-98.27308957
FARMACIA GUADALAJARA,19.09092617,-98.27291378
DHE SALUD,26.09376223,-98.27288952
FARMACIAS GUADALAJARA,26.09368275,-98.27283758
FARMACIA LENO 20,26.09301129,-98.27282414
FARMACIAS GUADALAJARA,19.08813029,-98.27279869
FARMACIA ROBLES,26.08689512,-98.27274907
FARMACIAS GUADALAJARA,26.08775009,-98.27273644
FARMACIA PERFUMERIA Y REGALOS LIZETH,26.09340813,-98.27265818
FARMACIAS GUADALAJARA,26.09336621,-98.27263081
FARMACIA SANA SANA,26.08855815,-98.27252284
FARMACIAS GUADALAJARA,26.08874075,-98.27247458
FARMACIA SANTA ELENA,19.00456681,-98.27238341
FARMACIA DE JESUS,19.00078941,-98.27234775
MI FARMACITA NACIONAL,26.08757617,-98.27234001
F ZP COL AV DE LA PAZ 00753 TM,26.09275317,-98.27223093
100 CIEN POR CIENTO FARMA,26.09261596,-98.27214166
FARMACIAS UNION XOCHIMILCO,26.06888145,-98.27095338
F ZP COLIM VILLA I 00494 TM,1.74847291,-98.26986101
FARMACIA YEMAYA,19.04973774,-98.26886975
FARMACIA KARI,26.08693255,-98.26788755
FARMACIA SAN MIGUEL,19.04965304,-98.26763691
FARMACIAS BENAVIDES SUC JUAREZ COLIMA COL,19.04965166,-98.26762565
F FT CDMX XOCHI CNTR 00360 TM,1.90718921,-98.26738488
FARMACIAS DEL AHORRO,19.31541258,-98.26736725
FARMACIAS BENAVIDES SUC GUERRERO MEX,19.03080017,-98.26717686
FARMACIAS GUADALAJARA,19.07464949,-98.26699468
FARMACIA SANTA CRUZ,19.00411803,-98.26687493
FARMACIA SIN NOMBRE,19.01739528,-98.26671101
FARMACIA BIOX,26.08639014,-98.26644467
FARMACIAS GUADALAJARA,18.33373431,-98.26618181
FARMACIA CLAUDIA,19.01988216,-98.26529909
BODYLOGIC,1.90192177,-98.26491001
FARMACIAS GUADALAJARA,19.24138084,-98.26454487
FARMACIAS GUADALAJARA,19.07693907,-98.26357197
FARMACIA SALUD VITAL,1.90769264,-98.26355086
FARMACIA LEO,19.03316357,-98.26337374
FARMACIAS BENAVIDES SUC GIRASOLES COL,18.97063581,-98.26301084
F ZP COLIM PRTA HIER 00481 TM,19.08121491,-98.26274069
FARMACIA GUADALAJARA,1.89796434,-98.26272167
FARMACIA SAN MARTIN,19.03351381,-98.26231771
SUPER FARMACIAS ZAPOTLAN,19.32183393,-98.26182794
F ZP COLIM CAMINO RL 00486 TM,18.99977098,-98.26134038
FARMACIAS BENAVIDES,1.90199732,-98.26109569
FARMACIAS BENAVIDES SUC ISIDRO CHALCO MEX,1.91491431,-98.26058194
FARMACIA MAS G,18.98988664,-98.26039883
FARMACIAS GUADALAJARA,18.98987084,-98.26039759
GI FARMACIA,1.63176334,-98.26028065
FARMACIAS GUADALAJARA,26.01128402,-98.26021638
FARMACIAS GUADALAJARA,26.00511533,-98.25882614
FARMACIAS GUADALAJARA,18.97517873,-98.25870557
FARMACIAS GUADALAJARA,19.07252503,-98.25721954
FARMAPRONTO,19.01402336,-98.25715786
FARMACIA SAN ANTONIO,19.11952788,-98.25569551
FARMACIAS GUADALAJARA,19.32538901,-98.25525539
FARMACIAS GI,19.09968398,-98.25331875
FARMACIAS GUADALAJARA,19.23282816,-98.25328035
FARMACIA SAN MATEO,26.01150228,-98.25201395
FARMACIAS XENERICS PHARMA,19.23470176,-98.25140258
FARMACIA BETANIA,19.05859957,-98.25071573
F ZP COLIM SEVLLA I 00487 TM,25.99644652,-98.25012626
FARMACIAS GUADALAJARA,18.99245869,-98.24970802
FARMACIA YAZMIN,26.00361019,-98.24941135
FARMACIAS BENAVIDES SUC SEVILLA DEL RIO COL,18.97733037,-98.24837718
FARMACIA VIDA,19.32877222,-98.24831121
FARMACIA ALMA,19.07034263,-98.24743762
FARMACIA MULTIGENERICOS,1.89536424,-98.24727635
FARMACIAS GUADALAJARA,26.00297969,-98.24717312
FARMACIAS GUADALAJARA,19.03472306,-98.24591337
FARMACIA MEDIPHARMA,19.07805851,-98.24575556
FARMACIA CAMINO REAL,19.08311461,-98.24485294
FARMACIA FABI,18.97101206,-98.24443961
FARMACIA CRISTO REY 1,26.01450034,-98.24374977
FARMACIAS GUADALAJARA,19.31814962,-98.24372727
FARMACIA Y CONSULTORIO LA CAPILLITA,16.79009285,-98.24351087
FARMACIAS GUADALAJARA,26.01523022,-98.24343943
FARMACIA CRISTO REY 2,19.07085496,-98.24309451
FARMACIA JUQUILA,19.18925307,-98.24176964
FARMACIA Y ABARROTES ARIES,19.31695332,-98.24172694
FARMACIAS BENAVIDES SUC JARDINES DE LA VILLA COL,19.21397432,-98.24163823
MED & PHARMA,18.96906207,-98.24130558
FARMACIA GENERICOS SYL,26.02028322,-98.24092316
FARMACIA LISMAR,19.28737071,-98.24003716
FARMACIA SANTIAGO ZAID,26.02522649,-98.23876878
FARMACIAS GI,19.14568032,-98.23835092
FARMACIA CRISTIANA,19.19049074,-98.23807436
FARMACIA DEL EJE SUC. GABY,1.91919643,-98.23804263
FARMACIAS GUADALAJARA,19.07018111,-98.23800728
FARMACIA SAN RAFAEL,19.00568578,-98.23772034
FARMACIA MARBELLA,19.13886418,-98.23750286
EL DIVINO NIÑO,19.31698399,-98.23736206
FARMACIA SAN JORGE,19.02672168,-98.23661984
FARMACIA SAN GERMAN,19.17952705,-98.23641705
FARMACIA GUADALUPE,0.26033135,-98.23638158
FARMACIA DEL EJE,19.17944249,-98.23636576
FARMACIA SAN AGUSTIN,19.31969269,-98.23581754
F ZP COLIM GALVAN 00483 TM,19.26842447,-98.23492425
FARMACIA ASUNCION,19.05897107,-98.23257296
FARMACIAS GUADALAJARA,19.08350864,-98.23229901
FARMAMEX LA PIEDAD,19.29661515,-98.23120666
FARMACIAS GUADALAJARA,1.90417308,-98.23019924
FARMACIAS GUADALAJARA,19.06218812,-98.23007357
FARMACIA DE GENERICOS,18.98835205,-98.22965726
FARMACIAS GUADALAJARA,19.04117848,-98.22962152
CORPORATIVO MEDICO FC FARMACIA,19.04115582,-98.22957908
FARMACIA DE MEXICO,19.07138819,-98.22939665
F ZP COLIM FILOMENO 00482 TM,21.35090356,-98.22718618
FARMACIA SANTA CECILIA,19.04362044,-98.22679194
FARMACIA DEL CENTRO,21.35450819,-98.22678602
FARMACIA SAN PEDRO GI,21.35455034,-98.22661782
FARMACIA DC,21.35462728,-98.22643633
TIENDA FARMACIA BAYARDO,20.33788446,-98.22637351
FARMACIA SIMILAR,2.13521635,-98.22623394
FARMACIA PROGRESO,1.90431046,-98.22615015
FARMACIA HOSPITAL,2.13587675,-98.22588147
FARMACIAS GUADALAJARA,21.34690903,-98.22568719
FARMACIAS GUADALAJARA,19.10164098,-98.22565267
FARMACIA DIVINA PROVIDENCIA,19.04278052,-98.22549617
FARMACIA AMIFARMA,19.04279652,-98.22508799
FARMA AHORRO SAN MATEO,21.35280756,-98.22451153
FARMACIA CASTILLO,19.15808292,-98.22435603
FARMACIA SAN JUAN,21.35254291,-98.22434993
FARMA Y MAS,19.08931872,-98.22405285
ABARROTES Y FARMACIA LUPITA,19.14953076,-98.22382799
FARMACIA TACAMBA,19.09939078,-98.22223621
FARMACIA DEL SUR,19.06397777,-98.22185299
FARNACIAS Y CONSULTORIO LIFE,19.19387534,-98.22092517
FARMACIA DEL CARMEN,19.12423786,-98.22048299
FARMACENTROS,19.01452275,-98.22046574
FARMACIAS GUADALAJARA,19.02762387,-98.22030127
FARMACIA DE GENERICOS YAIRD,18.21483331,-98.22015108
FARMACIA LA MISERICORDIA,19.05570613,-98.21989145
FARMACIA GEMI,1.93289677,-98.21954853
FARMACÍA ARIAS,1.90459512,-98.21869779
FARMACIA ABRIL,18.97165878,-98.21844147
FARMACIA MIS ANGELITOS,19.05141896,-98.21819252
FARMACIA GI SIN NOMBRE,19.05144091,-98.21751801
FARMACIAS BIO-X,19.31547779,-98.21742719
FARMACIA Y ARTICULOS DE HIGIENE PERSONAL SIN NOMBRE,18.97557613,-98.21740908
SUPER FARMACIA PLAZA,19.00069454,-98.21710003
FARMACIA SAN MGUEL,19.00070797,-98.21709622
FARMACIA SAN JOSE,19.31728652,-98.21662113
FARMACIAS GUADALAJARA,19.02724561,-98.21661642
FARMACIA FARMA EXPRES,19.02724607,-98.21661615
SUPER FARMACIA STA. ELENA,19.05554983,-98.21530979
FARMACIA SAN JORGE,19.02384787,-98.21510238
FARMACIA CINTHYA,19.09299061,-98.21480882
FARMACIA DEL MERCADO,1.90970018,-98.21396877
FARMACIA AYAX,19.19852775,-98.21374979
FARMACIA SIN NOMBRE,19.04906159,-98.21292088
FARMACIA DELAS AMERICAS,0.19039585,-98.21265124
FARMACÍA GUADALUPE,19.04949395,-98.21263415
FARMACIAS GUADALAJARA,19.01991605,-98.21239255
TONIC LIFE TLAX ZACATELCO,19.06679871,-98.21170497
FARMACIA CUENTA CONMIGO,19.32081184,-98.21161108
FARMACIA SAN MARTIN,19.05529385,-98.21136501
FARMACIA EL ROSARIO,19.06775946,-98.21097245
FARMACIAS GUADALAJARA,19.06222582,-98.21080883
FARMACIAS FARMACON SUC PLAYA LINDA,19.05766211,-98.21074804
FARMACIAS GUADALAJARA,19.04349297,-98.21052415
FARMACIA Y CONSULTORIO GREG,0.18992989,-98.21017635
FARMACIAS GUADALAJARA,19.09150583,-98.20802407
FARMACIAS GUADALAJARA,19.04527217,-98.20787988
FARMACIA SIN NOMBRE,19.08496749,-98.20717427
FARMACIA 24 HORAS,23.76709975,-98.20683749
FARMACIA VICKIY,19.16883104,-98.20648707
FARMACIAS GUADALAJARA,1.90328387,-98.20621664
FARMACIA FARNAT,19.03254991,-98.20570266
SUPER FARMACIA STAR MEDICAL,19.03095358,-98.20442143
FARMACIA SAN DIEGO,20.88571683,-98.20416774
ASFARMA,20.15860856,-98.20368623
FARMACIA DE GENERICOS,20.88631165,-98.20293755
SUPER FARMACIAS SAN MARTIN,19.07446401,-98.20248842
FARMACIA STAR MEDICAL,20.15870597,-98.20108862
NIVELS PHARMA,18.98845783,-98.20055107
FARMACIAS HERSEN,19.09075953,-98.20010482
MEDIC PLUS,19.08682042,-98.19957223
FARMACIA DE DESCUENTO ESQUIVEL PONCE,19.08691261,-98.19953159
FARMACIA NACIONAL DE GENÉRICOS,19.24608308,-98.19948931
FARMACIA MEXICANA,19.02150339,-98.19892148
FARMACIAS GUADALAJARA,19.05246042,-98.19887642
FARMACIA BETY,19.05243784,-98.19859309
FARMAPRONTO,19.02335792,-98.19849851
FARMACIA DE GENERICOS SAN PEDRO,19.04920427,-98.19836292
FARMACIA LUPITA,22.05294279,-98.19813371
FARMACIA LOURDES,19.04200612,-98.19796925
FARMACIAS GUADALAJARA,1.90535385,-98.19703948
FARMACIA VIANEY,19.31048381,-98.19577906
FARMACIA Y CONSULTORIO,19.31558033,-98.19576311
FARMACIA BENAVIDES,19.00463339,-98.19575178
FARMACIA REINO DE DIOS,19.03085363,-98.19572019
FARMACIAS GUADALAJARA,19.02302437,-98.19547818
FARMACIA SAN JOSE,19.30997648,-98.19518929
FARMACIA SANTA CRUZ,1.93159048,-98.19432505
FARMACIA MI DULCE SEÑOR,19.31703484,-98.19423938
FARMACIA Y REGALOS,19.31813492,-98.19417678
FARMACIA SAN MIGUEL,19.32321267,-98.19391791
FARMACIA VITAE,19.31420195,-98.19326646
FARMACIAS GUADALAJARA,19.07175512,-98.19301356
FARMACIA LA UNION,19.28904727,-98.19299515
FARMACIAS GUADALAJARA,19.33128335,-98.19269195
FARMACIA DEL ANGEL,19.01589958,-98.19266737
FARMA RUIZ,18.97474873,-98.19264952
FARMACIA SANTA MARTHA,19.17620336,-98.19232516
FARMACIA Y ABARROTES SANZ,19.17648721,-98.19228856
FARMACIAS GUADALAJARA,19.31259436,-98.19184748
FARMACIAS YZA CIRCUNVALACION,19.05388871,-98.19108828
FARMACIA AZTECA,19.29896412,-98.19094248
FARMACIA AZTECA,22.04770239,-98.19093064
FARMACIA ALFA,19.35030823,-98.19031507
FARMACIAS FARMA GEN,1.92435969,-98.18988177
F FT CDMX MILPA ALTA 00379 TM,19.31685229,-98.18971949
FARMACIAS GUADALAJARA,18.99764526,-98.18953833
FARMACIA BIO-X,19.02728111,-98.18952654
"FARMACIA MILPA ALTA, GRUPO FARMA PRONTO",19.02740009,-98.18946363
FARMACIA ALEJANDRA,19.18101579,-98.18927399
FARMACIA FARMAVIDA,19.03458726,-98.18919959
FARMACIA FARMAPRONTO EL CARMEN,19.03456427,-98.18919047
FARMACIA SAN JOSE,19.17889439,-98.18911232
FARMACIA DEL MERCADO,19.24365315,-98.18887981
NOVEDADES CHAYITO,19.10584993,-98.18834993
FARMACIA SALDAÑA,1.93223472,-98.18821896
FARMACIA ANGEL,19.31728937,-98.18796662
FARMA G,20.96829685,-98.18784404
FARMACIA FARMAPLUS,19.03503591,-98.18719878
FARMACIAS GUADALAJARA,19.09511924,-98.18693317
SUPER ABEJITA PRODUCTOS NATURISTAS,19.06492154,-98.18684346
FARMACIAS GUADALAJARA,19.03815532,-98.18646704
FARMACIA LA LUZ,19.24193768,-98.18495269
FARMACIA,19.17917261,-98.18395472
FARMACIA CARLA,19.08565979,-98.18384618
FARMACIA SAN MIGUEL ARCANGEL,19.33362039,-98.18313997
FARMACIAS GUADALAJARA,19.17825568,-98.18212681
FARMACIA ESPECIALIZADA CRISTAL,19.02097167,-98.18106777
ABARROTES Y FARMACIA,18.96755405,-98.18074766
FARMACIA FARMA FE,22.05938176,-98.17998097
FARMACIA OASIS,22.05746609,-98.17891048
FARMACIA Y PERFUMERIA SIN NOMBRE,22.05789044,-98.17856677
FARMACIA GUADALAJARA,19.31986569,-98.17668579
FARMACIA SAN JOSE,19.06378961,-98.17504631
FARMACIA RODEO,19.31529484,-98.17479908
DEFARM,19.04743478,-98.17172946
FARMATIENDA,19.11911038,-98.17100449
FARMATIENDA 2,19.11984391,-98.16958388
FARMACIA DE SIMILARES,20.97121531,-98.16944658
FARMACIA LA LUZ,20.97117985,-98.16936692
FARMACIA AGNES CARE,19.11930099,-98.16882351
FARMACIA DOCTOR EFRAIN,19.35014639,-98.16866223
FARMACIA QUIMIFAR,19.04371384,-98.16746454
FARMAPRONTO,19.05351223,-98.16724896
FARMACIAS GUADALAJARA,18.73970185,-98.16699548
FARMACIA SAN PEDRO,19.07191118,-98.16666603
FARMACIA SAN LORENZO,19.28158942,-98.16654829
FARMACIA SIN NOMBRE,19.33205643,-98.16427115
FARMACIA TORRE,19.06237889,-98.16336565
FARMACIAS GUADALAJARA,19.06000353,-98.16057416
FARMACIA ADN,19.33691078,-98.16014274
FARMACIA DE ANGELA,16.61487725,-98.15752823
FARMACIA SAN JUAN,19.05189821,-98.15533865
FARMACIA DEL ANGEL,19.12893217,-98.15449375
FARMACIA FER,0.24847317,-98.15391389
FARMACIA DEL DESCUENTO,18.96228344,-98.15377921
FARMACIA FARMAPRONTO,24.84963723,-98.15368356
FARMACIA ECO FARMA,24.85152443,-98.15362084
FARMACIA SAN FELIX,24.85370895,-98.15277811
FARMACIA DE GENERICOS FARMAGEN,19.05032765,-98.15191382
FARMACIAS GUADALAJARA,20.27492118,-98.15188436
FARMACIAS GUADALAJARA,20.27570257,-98.15099752
FARMACIAS GUADALAJARA,22.54564487,-98.15018164
FARMACIA GUADALAJARA,19.06037091,-98.14785483
FARMACIA BENAVIDES SUC ISSTE VERACRUZ VER,19.41772667,-98.14586895
FARMACIAS GUADALAJARA,19.41812669,-98.14480693
FARMACIA SOFY,17.86200659,-98.14363468
FARMACIAS GUADALAJARA,19.03229438,-98.14347096
FARMACIAS GUADALAJARA,19.41088823,-98.14321703
FARMACIA Y MINISUPER TADEO,17.86118722,-98.14201737
FARMACIA DE DIOS ABARROTES VINOS Y LICORES CON VENTA DE ACEITES Y LUBRICANTES,19.02813835,-98.14180622
FARMACIA Y PERFUMERIA JUAREZ,19.41169988,-98.14154506
FARMACIAS GUADALAJARA,17.50019306,-98.14143473
FARMACIAS GUADALAJARA,19.41306617,-98.14084471
PITAYA NUTRIVERA,19.41364812,-98.14037975
FARMACIA ARCOIRIS,19.41639991,-98.14009219
FARMACIA DE DIOS,19.41566144,-98.13930744
SUPER FARMACIA SANTA ANA,19.40107516,-98.13630639
FARMACIA ADRIANA ARELI,19.06952865,-98.13577482
FARMACIAS GUADALAJARA,19.05498374,-98.13331791
FARMACIAS FARMA PRONTO,21.21593705,-98.13192955
FARMACIA FARMAHORRO,19.06517948,-98.13187645
FARMACIAS GUADALAJARA,19.05831432,-98.13125164
SUPER FARMACIAS SAN RAFAEL,1.90438973,-98.12932622
FARMACIA DEL DESCUENTO,18.09110984,-98.12311327
FARMACIAS GUADALAJARA,18.08920991,-98.12171512
FARMACIAS GUADALAJARA,19.40715167,-98.12142685
FARMACIAS GUADALAJARA,1.80898617,-98.12075482
FARMACIAS GUADALAJARA,19.42562731,-98.12011671
FARMACIAS GUADALAJARA,19.05404694,-98.11878228
FARMACIA SAN JUAN BAUTISTA,19.07919687,-98.11048924
FARMACIA HANNIA,25.98735261,-98.11047074
FARMACIAS GUADALAJARA,25.98738846,-98.10254729
FARMACIAS BENAVIDES SUC COSTA DE ORO VER,1.90454638,-98.10186303
FARMACIA SANTA FE,25.98740307,-98.10128596
FARMACIA SAN RAFAEL,25.98742545,-98.09935295
FARMACIAS GUADALAJARA,20.81671842,-98.09927264
FARMACIA SANTA FE,20.81627112,-98.09794999
FARMACIAS GUADALAJARA,20.81564907,-98.09645999
FARMACIA NUESTRA SEÑORA DE GUADALUPE,25.98993639,-98.09637977
FARMACIA DE DESCUENTO,25.98681564,-98.09560657
FARMACIA PROSALUD,25.98722166,-98.09552066
FARMACIA Y CONSULTORIO SAN JOSE,25.99114309,-98.09255865
FARMACIAS GUADALAJARA,25.98585864,-98.09237537
FARMACIAS GUADALAJARA,19.04468523,-98.09213796
FARMACIA CUAUHTENCO,25.98179803,-98.09109308
FARMACIA Y REGALOS DOMINGO ARENAS,16.65417498,-98.09084788
ALMACEN DE FARMACIA,25.98368872,-98.08997157
MINI SUPER ASHLEY,25.98536206,-98.08757538
FARMACIA LA VITAMINA,25.98358125,-98.08483637
FARMACIAS GUADALAJARA,25.98685133,-98.08253991
FARMACIAS GUADALAJARA,25.99143051,-98.08244356
FARMACIAS GUADALAJARA,20.46043312,-98.07928781
FARMACIAS GUADALAJARA,20.46013524,-98.07776168
FARMACIA FARMAVIVE,22.92197323,-98.07625513
FARMACIAS GUADALAJARA,25.99139062,-98.07566616
SUPER-FARMACIA  SIN NOMBRE,25.02273653,-98.07515763
FARMAPRONTO OCOTITLA,19.03915769,-98.07504683
FARMACIAS GUADALAJARA,22.92002103,-98.07305214
FARMACIAS GUADALAJARA,20.18672733,-98.06865268
SUPER FARMACIA,20.18649696,-98.06823038
FARMACIA Y MISCELANEA GABINO,20.18595511,-98.06736632
FARMACIAS BENAVIDES SUC AMECAMECA MEX,19.33747535,-98.06335638
FARMACIA,20.17212083,-98.06226271
FARMACIA Y ABARROTES SAN ANTONIO,20.17618418,-98.05967242
FARMACY-DUL,20.17646826,-98.05914889
FARMACIA DEL CENTRO,16.33586307,-98.05607149
FARMACIA GENERICOS DEL CENTRO,16.34073461,-98.05292568
FARMACIA GUADALAJARA,20.17422478,-98.05256945
FARMACIA URIBE,20.17509048,-98.05101305
FARMAPRONTO,16.33985037,-98.05012278
