nombre_hospital,latitud,longitud,
CEAPS COCOTITLAN,24.03438406,-104.6515527,
CEAPS LOMAS TECAMAC CENTRO ESPEZIALIZADO DE ATENCION PRIMARIA A LA SALUD,24.02641409,-104.6515496,
CEAPS SAN SALVADOR ATENCO,24.02508585,-104.6514396,
CEAPS TLALMANALCO,24.02461117,-104.6501099,
CEMED SAN JOSE,24.02383192,-104.6499235,
CENTRAL DE AMBULANCIAS BASE GOBERNADORA,24.01936745,-104.6496093,
CENTRAL MEDICA COACALCO,19.48032758,-104.6454083,
CENTRAL MEDICO QUIRURGICA LAS PALMAS,24.00791855,-104.6449996,
CENTRAL QUIRURGICA DE TOLUCA,24.05549033,-104.6411923,
CENTRAL QUIRURGICA SAN RICARDO,24.01714177,-104.6355472,
CENTRAL QUIRURGICA TENANCINGO,19.48812977,-104.6343285,
CENTRO DE ATENCION MEDICA ESPECIALIZADA,24.04195442,-104.6325509,
CENTRO DE ATENCION MEDICA INMEDIATA CAMI ESMERALDA,24.04128548,-104.6266949,
CENTRO DE ATENCION PARA LAS ENFERMEDADES DE LA MUJER Y SU PAREJA,24.05586295,-104.6034565,
CENTRO DE DESARROLLO COMUNITARIO LOMAS DE BUENAVISTA,24.04595343,-104.5929618,
CENTRO DE DESARROLLO COMUNITARIO MORELOS,24.10157777,-104.5761116,
CENTRO DE DESARROLLO COMUNITARIO SAN LORENZO PARTE ALTA,19.23806349,-104.5677621,
CENTRO DE ESPECIALIDADES MEDICO QUIRURJICAS,25.17471936,-104.5548715,
CENTRO DE ESPECIALIZACIONES DE ATENCION PRIMARIAS A LA SALUD NICOLAS BRAVO,25.1696773,-104.554412,
CENTRO DE REHABILITACION E INTEGRACION SOCIAL,22.25648197,-104.5171004,
CENTRO DE SALUD CON HOSPITALIZACION TEMASCALCINGO DE JOSE MARIA VELASCO,21.05581806,-104.4814364,
CENTRO DE SEGURIDAD SSOCIAL TEJAVANES,24.78389532,-104.4710071,
CENTRO ESPECIALIZADO DE ATENCION A LA SALUD TEMAMATLA,19.60231543,-104.4399173,
CENTRO ESPECIALIZADO DE ATENCION PRIMARIA A LA SALUD,29.54779806,-104.4204158,
CENTRO ESPECIALIZADO DE ATENCION PRIMARIA A LA SALUD,29.56035903,-104.4086632,
CENTRO ESPECIALIZADO DE ATENCION PRIMARIA A LA SALUD,20.8064535,-104.4025309,
CENTRO ESPECIALIZADO DE ATENCI?N PRIMARIA A LA SALUD DE OTZOLOAPAN,29.55951599,-104.3997475,
CENTRO ESPECIALIZADO DE ATENCION PRIMARIA A LA SALUD IGNACIO ALLENDE,23.47299312,-104.397143,
CENTRO ESPECIALIZADO DE ATENCION PRIMARIA A LA SALUD LEANDRO VALLE BICENTENARIO TEMASCALAPA,23.47664476,-104.3922124,
CENTRO ESPECIALIZADO DE ATENCION PRIMARIA A LA SALUD PALO SOLO,19.7683714,-104.380944,
CENTRO ESPECIALIZADO DE ATENCION PRIMARIA A LA SALUD SANTA MARIA CHIMALHUACAN,21.03708613,-104.3780574,
CENTRO ESPECIALIZADO EN ATENCION PRIMARIA A LA SALUD ACUITLAPILCO BICENTENARIO,21.03708613,-104.3780574,
CENTRO ESPECIALIZADO EN ATENCION PRIMARIA A LA SALUD BICENTENARIO DEL MUNICIPIO DE ALMOLOYA DE JUAREZ,19.77123801,-104.3690196,
CENTRO ESPECIALIZADO EN ATENCION PRIMARIA A LA SALUD CEAPS,19.77784497,-104.3666037,
CENTRO ESPECIALIZADO EN ATENCION PRIMARIA A LA SALUD CEAPS,19.77227936,-104.3599472,
CENTRO ESPECIALIZADO EN ATENCION PRIMARIA A LA SALUD ECATZINGO,19.76853328,-104.3546353,
CENTRO ESPECIALIZADO EN ATENCION PRIMARIA A LA SALUD SANTA MARIA RAYON BICENTENARIO,19.76867296,-104.3543255,
CENTRO ESPECIALIZADO EN ATENCION PRIMARIA A LA SALUD TLALMANALCO,20.12457719,-104.3427391,
"CENTRO ESPECIALIZADO EN ATENCION PRIMARIA A LA SALUD, IXTAPAN DEL ORO",19.1048905,-104.3312655,
CENTRO HOSPITALARIO TLALLI,19.10269053,-104.3292688,
CENTRO INFANTIL MAGDALENA,19.11599983,-104.3276491,
CENTRO M?DICO ADOLFO LOPEZ MATEOS,19.10070025,-104.32595,
CENTRO MEDICO ATLANTA,24.39932466,-104.3178054,
CENTRO MEDICO BBC,24.40013346,-104.3177823,
CENTRO MEDICO DE ESPECIALIDADES ATLACOMULCO,19.10546916,-104.3170356,
CENTRO MEDICO DE ESPECIALIDADES SANTA FE,19.08476284,-104.3087969,
CENTRO MEDICO DE IXTLAHUACA,19.06474709,-104.3017528,
CENTRO MEDICO DE TOLUCA,19.08941862,-104.294987,
CENTRO MEDICO DE TOLUCA,19.09028548,-104.2938057,
CENTRO MEDICO DE VILLA VICTORIA,19.08169305,-104.2897186,
CENTRO MEDICO EL OLIVAR,19.96165558,-104.2636572,
CENTRO MEDICO EL ORO GRUPO EMPRESARIAL ESQUIMER,19.81059257,-104.2288512,
CENTRO MEDICO FAMILIAR ITZAMNA,19.81210407,-104.2280653,
CENTRO MEDICO HUIXQUILUCAN,20.79103532,-104.197342,
CENTRO MEDICO INTEGRAL,20.79103718,-104.1973414,
CENTRO MEDICO INTERLOMAS,20.7906157,-104.1940342,
CENTRO MEDICO ISSEMYM ECATEPEC,20.21610477,-104.1675519,
CENTRO MEDICO ISSEMYM TOLUCA,20.21658019,-104.166696,
CENTRO MEDICO LOS ANGELES DE CUMBRIA,24.43861854,-104.1222494,
CENTRO MEDICO MAGDALENA,24.44172676,-104.1206595,
CENTRO MEDICO PEDREGAL IZCALLI,25.22000443,-104.1133132,
CENTRO MEDICO QUIRURGICO SANTA CRUZ,21.69802848,-104.0853481,
CENTRO MEDICO SAN SEBASTIAN,20.76744114,-104.0808363,
CENTRO MEDICO TEMOAYA ATR,20.20356791,-104.0509766,
CENTRO MUNICIPAL DE SALUD Y BIENESTAR COMUNITARIO ACUITLAP?LCO,20.54461549,-104.0466518,
CENTRO ONCOL?GICO ESTATAL ISSEMYM,23.98214946,-104.0435312,
CENTRO PERINATOLOGICO,23.98232063,-104.0433114,
CENTRO QUIRURGICO SANTA TERESA,20.53423569,-104.0346283,
CENTRO SALUD DE SAN MIGUEL,24.78886283,-104.0225808,
CENTROS DE INTEGRACION JUVENIL,24.27140338,-104.0217017,
CLINICA 181 CHALCO 2,20.79886623,-104.0039712,
CLINICA ADONAI ESPECIALIDADES MEDICAS,20.91757952,-103.9903488,
CLINICA AHUIZOTLA,23.73794254,-103.983522,
CLINICA AROMEDICAL,23.7258057,-103.9810992,
CLINICA ASISTENCIAL TENANCINGO,20.70183469,-103.979351,
CLINICA ATLACOMULCO,23.71975787,-103.9748195,
CLINICA BETANIA,20.70683485,-103.9736633,
CLINICA D CARLO,20.70711421,-103.9733175,
CLINICA DE CONSULTA EXTERNA DEL INSTITUTO DE SEGURIDAD SOCIAL DE SERVIDORES DEL ESTADO DE MEXICO Y MUNICIPIOS  LAZARO CARDENAS,20.69051185,-103.9713994,
CLINICA DE CONSULTA EXTERNA HUIXQUILUCAN YSSEMYN,20.91024414,-103.9693137,
CLINICA DE CONSULTA EXTERNA ISEMMYM,18.93728847,-103.9678561,
CLINICA DE CONSULTA EXTERNA ISSEMYM,20.43557369,-103.9278629,
CL?NICA DE CONSULTA EXTERNA ISSEMYM JIQUIPILCO,23.61646128,-103.9239673,
CLINICA DE DISPLACIAS LA FLORIDA,22.62899728,-103.8994893,
CLINICA DE ESPECIALIDADES DEL SUR ANTONIO GARDU?O,18.89579877,-103.8848459,
CLINICA DE ESPECIALIDADES EMMANUEL,18.90641966,-103.8841563,
CLINICA DE ESPECIALIDADES GUARNEROS,18.92017054,-103.8793177,
CL?NICA DE ESPECIALIDADES IXTAPAN,18.91384416,-103.877161,
CLINICA DE ESPECIALIDADES MARIA ISABEL,18.9108003,-103.8769939,
CLINICA DE ESPECIALIDADES MEDICAS,18.91890536,-103.873289,
CLINICA DE ESPECIALIDADES MEDICAS SAN IGNACIO,18.90896532,-103.8604876,
CLINICA DE ESPECIALIDADES MEDICAS SANTA MARIA,20.37975749,-103.8559136,
CLINICA DE ESPECIALIDADES MEDICAS URIEL SA DE CV,25.83304291,-103.8483043,
CLINICA DE ESPECIALIDADES MEDICO QUIRURGICAS CAPULHUAC,20.68863043,-103.8466283,
CLINICA DE ESPECIALIDADES MUGUERSI,20.37493533,-103.8194422,
CLINICA DE ESPECIALIDADES MUGUERSI,21.67980032,-103.8117215,
CLINICA DE ESPECIALIDADES SANTA MONICA,24.29394438,-103.8095548,
CLINICA DE LABIO Y PALADAR EUNDIDO,21.83147381,-103.7801126,
CLINICA DE MAMA,19.74395022,-103.7715761,
CLINICA DE MATERNIDAD CHICONAUTLAN TRES MIL,19.27049343,-103.7600066,
CLINICA DE MATERNIDAD SANTA MARIA,19.27850286,-103.751781,
CLINICA DE MEDICOS ESPECIALISTAS,25.06427677,-103.7384408,
CLINICA DE SALUD SAN FRANCISCO ACUATLA,19.26983986,-103.7380001,
CLINICA DEL IMSS,19.24050567,-103.7361305,
CLINICA DEL IMSS 186,18.99786231,-103.7358303,
CLINICA DEL ROCIO,18.99789631,-103.7358277,
CLINICA DEL VALLE DE TEXCOCO,19.24117169,-103.7320248,
CLINICA EL SAGRADO CORAZON,19.24885312,-103.7269858,
CLINICA FEMATZ,19.22061651,-103.7268432,
CLINICA FLAMINGOS,19.25015667,-103.7265206,
CLINICA FUTURA,19.24500196,-103.7237695,
CLINICA HAMED,19.24411972,-103.7237182,
CLINICA HOSPITAL SANTO NI?O DE ATOCHA,19.23950527,-103.7212134,
CLINICA IMSS NUMERO 52,19.24831935,-103.7175779,
CLINICA INTEGRAL DE ESPECIALIDADES ARELLANO,19.25109014,-103.7139596,
CLINICA INTEGRAL MATERNO INFANTIL,20.6527501,-103.7086942,
CLINICA LA DIVINA INFANTITA,19.26848015,-103.7082502,
CLINICA LA PROVIDENCIA,19.26848015,-103.7082502,
CL?NICA MARY JOSE,19.26889756,-103.7080082,
CLINICA MATERNIDAD DOCTOR JIMENEZ YDIAQUEZ,19.25987635,-103.706823,
CLINICA MATERNIDAD LOS ANGELES,19.25990985,-103.7067943,
CLINICA MATERNIDAD SANTA FE,24.87421244,-103.7066008,
CLINICA MATERNIDAD Y ESPECIALIDADES MEDICAS SANTA MONICA,19.26098074,-103.7059057,
CLINICA MATERNO INFANTIL DR MERAZ,20.65486447,-103.6979662,
CLINICA MATERNO INFANTIL SAGRADA FAMILIA,20.77562393,-103.6939669,
CLINICA MATERNO INFANTIL TOHUI,19.25762129,-103.6888606,
CLINICA MEDICA  HERNANDEZ,20.41314413,-103.6636064,
CLINICA MEDICA DE ESPECIALIDADES MICAELA,18.70330309,-103.6634834,
CLINICA MEDICA INTEGRAL SAN MIGUEL,23.86165832,-103.6607443,
CLINICA MEDICA LONDRES,23.64962958,-103.654824,
CLINICA MEDICA MATERNA,23.63582551,-103.648169,
CLINICA MEDICA MATERNIDAD DR. ADRIAN,23.63349191,-103.6375408,
CLINICA MEDICA NTRA SE?ORA DE LA LUZ,19.88371004,-103.6073737,
CLINICA MEDICA SAN ANGEL,19.8846173,-103.5988239,
CLINICA MEDICA SAN LAZARO,20.41808322,-103.5960183,
CLINICA MEDICA SANTA CECILIA,21.98175409,-103.5924932,
CLINICA MEDICA SANTA CRUZ,19.88494878,-103.5891961,
CLINICA MEDICA SILOE,22.77562805,-103.5821717,
CLINICA METROPOLITANA,20.23148407,-103.5739625,
CLINICA NUESTRA SE?ORA DE JUQUILA,19.38659578,-103.5672276,
CLINICA NUESTRA SE?ORA DEL RAYO,22.30097445,-103.5611715,
CLINICA PROM?DICA PLEITSIN GROUP,21.50608655,-103.5542019,
CLINICA REENS,20.06984463,-103.5483285,
CLINICA REGIONAL ALOMOLOYA DE ALQUISIRAS,25.53147305,-103.532334,
CLINICA REGIONAL ISSEMYN SANTIAGO TIANGUISTENCO,25.53690064,-103.5284731,
CLINICA RIVA PALACIO,25.52390829,-103.5268563,
CLINICA SAGRADO CORAZON DE JESUS,25.56976936,-103.5228464,
CLINICA SAME IXTAPALUCA,25.54161227,-103.5222987,
CLINICA SAN JUAN DE DIOS,25.57668019,-103.5182347,
CLINICA SAN SEBASTIAN,25.55531293,-103.5091312,
CLINICA SANTA ELENA DE LA CRUZ,25.55438343,-103.5077181,
CLINICA SANTA FE,25.56064369,-103.5075074,
CLINICA SANTA MARIA,19.44511982,-103.5064274,
CLINICA SANTA MARIA ATLACOMULCO,25.55777059,-103.5061283,
CLINICA SANTA RITA,20.4814374,-103.5010867,
CLINICA SANTA TERESA ATENCION MEDICA Y QUIRURGICA,25.56667067,-103.5007157,
CLINICA SANTA TERESA II,25.5673912,-103.4988746,
CLINICA TEOTIHUACAN,25.59320387,-103.4965773,
CLINICA TORRES,20.7992824,-103.4960222,
CLINICA TORRES,25.55063312,-103.494775,
CLINICA VIVEROS,19.69777232,-103.4789855,
CLINICA Y MATERNIDAD PIRAMIDES,20.78839254,-103.472173,
CLINICAL CENTER COACALCO,20.78800405,-103.4716448,
CMI SANTO TOMAS CENTRO MEDICO INTEGRAL,19.82028952,-103.4696314,
CONSULTORIO DE ESPECIALIDADES MEDICAS,20.79522221,-103.4682415,
CONSULTORIO DE PEDIETRIA,19.68521481,-103.4676764,
CONSULTORIO DE PSIQUIATRIA SIN NOMBRE,19.70762962,-103.4652761,
CONSULTORIO GINECOLOGICO,19.71984281,-103.4636157,
CONSULTORIO MEDICO,19.7102719,-103.4629138,
CONSULTORIOS DE MARIA,21.46290214,-103.4626088,
CONSULTURIO MEDDICO DENTRO INTEGRAL DE LASALUD SAN MIGUEL,19.7077035,-103.4620598,
CRUZ ROJA,19.70889769,-103.4618679,
CRUZ ROJA DELEGACION COACALCO SAN RAFAEL,19.70889769,-103.4618679,
CRUZ ROJA MEXICANA,19.70889769,-103.4618679,
CRUZ ROJA MEXICANA,19.70889769,-103.4618679,
CRUZ ROJA MEXICANA DELEGACION AVANDARO,19.72001075,-103.4600895,
CRUZ ROJA MEXICANA DELEGACION CUAUTITLAN MEXICO,20.62515192,-103.455728,
CRUZ ROJA MEXICANA METEPEC,20.47993808,-103.4536138,
"CRUZ ROJA MEXICANA UNIDAD NEZAHUALCOYOTL, LA PERLA",20.65382793,-103.4533469,
CRUZ ROJA MEXICANADELEGACION NAUCALPAN,20.5346748,-103.4529643,
CUIDADO VITAL,20.57595952,-103.4521909,
DIAGN?STICA CENTRO DE ESPECIALIDADES M?DICAS,20.63300823,-103.4481611,
DIF CUAUTITLAN IZCALLI CLINICA MATERNO INFANTIL LICENCIADO MANUEL GOM?Z MORIN,20.70267027,-103.4462039,
EL NEVADO HOSPITAL,20.70248348,-103.4459587,
ESPECIALIDADES MEDICOQUIRURGICAS ROMERO,20.70248348,-103.4459587,
FARMACIA DE GENERICOS VIOEQUIVALENTES,20.5895118,-103.443295,
FUNDACION BEST,20.55211902,-103.4417344,
GEMMAE,24.28635451,-103.4407707,
GINECOLOGA ELBA,20.684573,-103.4381457,
GLOBAL MEDIC,20.62649076,-103.4363511,
GRUPO DE ESPECIALIDADES MEDICO SANTA MONICA,20.28088974,-103.433197,
GRUPO HOSPITALARIO EFRATA,20.72160755,-103.4300559,
GRUPO MEDIC TDT,20.27859473,-103.4293547,
GRUPO M?DICO LOS ANGELES,20.72091304,-103.4291017,
GRUPO MEDICO NSDLS,20.66167677,-103.4262585,
HANNOVER MEDICAL,20.6739616,-103.4253081,
HOOSPITAL GENERAL CHALCO,20.63062529,-103.4234699,
HOSPITAL 60,20.63044599,-103.4233091,
HOSPITAL AMAE,20.63023899,-103.4230852,
HOSPITAL AZURA SATELITE,20.63033581,-103.4225011,
HOSPITAL COMUNITARIO MATERNO INFANTIL,20.63122086,-103.4219059,
HOSPITAL CONCEPCION MARTINEZ,20.62585931,-103.4208639,
HOSPITAL DE ESPECIALIDADES BOSQUES DE ARAGON,19.62753869,-103.4208336,
HOSPITAL DE ESPECIALIDADES TEQUIXQUIAC,20.66466932,-103.4201677,
HOSPITAL DE GINECOLOGIA Y OBSTETRICIA,20.63010916,-103.4201349,
HOSPITAL DE LA MUJER RG,20.63010916,-103.4201349,
HOSPITAL DE PEMEX,20.63010916,-103.4201349,
HOSPITAL DE SAN MATEOMEXICALTZINGO,20.63010916,-103.4201349,
HOSPITAL DR. JOSE SEVERIANO REYES BRITO,20.63010916,-103.4201349,
HOSPITAL ELIPSE,20.63010916,-103.4201349,
HOSPITAL ESPECIALIZADO PARA ENFERMOS CRONICOS ACOLMAN DR. GUSTAVO BAZ PRADA,20.63010916,-103.4201349,
HOSPITAL ESPIRITU SANTO,20.62875621,-103.4193161,
HOSPITAL FERNANDO QUIROZ GUTIERREZ,20.63036455,-103.4166787,
HOSPITAL GENERAL ALFREDO HARP CALDERON,20.63399149,-103.416482,
HOSPITAL GENERAL ATLACOMULCO,20.7083672,-103.414957,
HOSPITAL GENERAL CHIMALHUACAN,20.70830936,-103.4148947,
HOSPITAL GENERAL DE CUAUTITLAN GENERAL JOSE VICENTE VILLADA,20.70830936,-103.4148947,
HOSPITAL GENERAL DE IXTLAHUACA VALENTIN GOMEZ FARIAS,20.70830936,-103.4148947,
HOSPITAL GENERAL DE TEJUPILCO MIGUEL HIDALGO Y COSTILLA. BICENTENARIO,19.62864454,-103.4140395,
HOSPITAL GENERAL DE TEXCOCO GUADALUPE VICTORIA BICENTENARIO,20.7091435,-103.4138548,
HOSPITAL GENERAL DE TLALANEPANTLA VALLE CEYLAN,20.66499333,-103.410374,
HOSPITAL GENERAL DE VALLE DE BRAVO,20.69188472,-103.4100116,
HOSPITAL GENERAL DE ZONA CON MEDICINA FAMILIAR NUMERO 76,20.67301205,-103.4095632,
HOSPITAL GENERAL DE ZONA DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL NO. 68,20.66795033,-103.4094558,
HOSPITAL GENERAL DE ZONA NO 58 GENERAL MANUEL AVILA CAMACHO,20.667301,-103.4092725,
HOSPITAL GENERAL DOCTOR GONZALEZ HERREJON CHRYSLER,20.66723762,-103.4092518,
HOSPITAL GENERAL DR MAXIMILIANO CASTA?EDA,20.67261184,-103.4088063,
HOSPITAL GENERAL DR. JOSE MARIA RODRIGUEZ,21.51430713,-103.4071273,
HOSPITAL GENERAL HUEYPOXTLA HERMENEGILDO GALEANA,20.6508996,-103.4060066,
HOSPITAL GENERAL JILOTEPEC,20.73072947,-103.403562,
HOSPITAL GENERAL LAS AMERICAS,24.29125841,-103.4029961,
HOSPITAL GENERAL REGIONAL 196,20.29218642,-103.4018291,
HOSPITAL GENERAL REGIONAL LA PERLA,20.50828767,-103.39896,
HOSPITAL GENERAL REGIONAL NO220 GENERAL JOSE VICENTE VILLADA,20.68128314,-103.3987896,
HOSPITAL GENERAL REGIONAL NO72 LIC. VICENTE SANTOS GUAJARDO,20.68126511,-103.3983151,
HOSPITAL GENERAL SAN AGUSTIN,20.68108905,-103.3981962,
HOSPITAL GENERAL SAN FELIPE DEL PROGRESO,20.67624365,-103.3980708,
HOSPITAL GENERAL TENANCINGO MIGUEL HIDALGO Y COSTILLA,20.67642529,-103.3975098,
HOSPITAL GENERAL TOLUCA ISTE,20.72422399,-103.3963593,
HOSPITAL GENERAL ZONA 98,20.72417825,-103.3961103,
HOSPITAL GENERALES DEL SECTOR PRIVADO SIN NOMBRE,20.65982091,-103.3949801,
HOSPITAL HBG,20.7262934,-103.3931939,
HOSPITAL IGNACIO L?PEZ RAYO BICENTENARIO EL ORO,20.68786665,-103.3902146,
HOSPITAL IMSS,20.69736848,-103.3899082,
HOSPITAL IMSS 71,20.69748334,-103.3896923,
HOSPITAL INMACULADA CONCEPCION,20.72078772,-103.3891746,
HOSPITAL INTEGRA MEDICA,20.66468395,-103.3889603,
HOSPITAL ISSEMYM,20.71889992,-103.3878809,
HOSPITAL JARDIN,20.72142274,-103.3874974,
HOSPITAL JERUSALEN,20.72205648,-103.3873673,
HOSPITAL JUAN ALDAMA,20.72160514,-103.3871561,
HOSPITAL LAMJA,20.6851134,-103.3868607,
HOSPITAL LOMA LINDA,20.6891389,-103.3868148,
HOSPITAL MATERNIDAD ATLACOMULCO,20.64948852,-103.3866822,
HOSPITAL MATERNO INFANTIL CHALCO JOSEFA ORTIZ DE DOMINGUEZ,20.6931553,-103.3865362,
HOSPITAL MATERNO INFANTIL DE ISSEMYM,20.6797002,-103.3864563,
HOSPITAL MATERNO INFANTIL GUADALUPE VICTORIA MCSSA018733,20.68932965,-103.3858004,
HOSPITAL MATERNO INFANTIL VICENTE RAMON GUERRERO SALDA?A CHIMALHUACAN,19.55705893,-103.3847063,
HOSPITAL MATERNO PERINATAL MONICA PRETELINI SAENZ,20.64211933,-103.3840232,
HOSPITAL MEXICO,20.64177505,-103.3837622,
HOSPITAL MILITAR DE ZONA SAN MIGUEL DE LOS JAGUEYES,19.55690156,-103.3831458,
HOSPITAL MODULO MATERNO INFANTIL ATIZAPAN,20.69924297,-103.3828395,
HOSPITAL MULTIMEDICA NORTE,20.69435785,-103.382764,
HOSPITAL MUNICIPAL BICENTENARIO HERMENEGILDO GALEANA VILLA GUERRERO,19.25450813,-103.3824974,
HOSPITAL MUNICIPAL COATEPEC HARINAS RAMON LOPEZ RAYON BICENTENARIO,20.71085589,-103.3819992,
HOSPITAL MUNICIPAL DE OTUMBA BICENTENARIO,20.64588304,-103.381867,
HOSPITAL MUNICIPAL GUADALUPE VICTORIA BICENTENARIO,20.66966093,-103.3806995,
HOSPITAL MUNICIPAL HUEHUETOCA,20.67771343,-103.3806393,
HOSPITAL MUNICIPAL HUIXQUILUCAN SANTOS DEGOLLADO BICENTENARIO,20.71059313,-103.3796934,
HOSPITAL MUNICIPAL LERMA,20.66789161,-103.3792427,
HOSPITAL MUNICIPAL MALINALCO PEDRO ASCENCIO DE ALQUISIRAS,20.68802525,-103.3781852,
"HOSPITAL MUNICIPAL MARIANO MATAMOROS BICENTENARIO, ISEM TENANGO DEL VALLE",20.70879674,-103.3780162,
HOSPITAL MUNICIPAL SAN JUAN ZITLALTEPEC,20.67561359,-103.3779707,
HOSPITAL MUNICIPAL SANTA CRUZ ATIZAPAN BICENTENARIO,20.67773723,-103.3779393,
HOSPITAL MUNICIPAL SANTA MARIA TETITLA ESTADO DE MEXICO,20.67773672,-103.3778079,
HOSPITAL MUNICIPAL SULTEPEC JOSE MARIA COSS,20.67778802,-103.3771545,
HOSPITAL MUNICIPAL TEPETLIXPA HERMENEGILDO GALEANA BISENTENARIO,20.52923844,-103.3770546,
HOSPITAL MUNICIPAL VALERIO TRUJANO BICENTENARIO,20.68531298,-103.3754454,
HOSPITAL MUNICIPAL VILLA DEL CARBON,20.69740043,-103.3739461,
HOSPITAL NICOLAS SAN JUAN,20.69456999,-103.3731048,
HOSPITAL ONCOMEDICA,20.6946393,-103.3731026,
HOSPITAL PARA EL NI?O,20.72810969,-103.3727911,
HOSPITAL POLANCO DE TRAUMATOLOGIA Y ESPECIALIDADES,20.69736071,-103.3725378,
HOSPITAL PRIVADO DE ECATEPEC,20.69191857,-103.3714977,
HOSPITAL PSIQUIATRICO DOCTOR ADOLFO M. NIETO,20.71825154,-103.3713329,
HOSPITAL PSIQUIATRICO DOCTOR SAMUEL RAMIREZ MORENO,20.67773618,-103.3712535,
HOSPITAL PSIQUIATRICO JOSE SAYAGO,20.72214794,-103.3709685,
HOSPITAL REGIONAL DE ALTA ESPECIALIDAD BICENTENARIO DE LA INDEPENDENCIA,20.71819771,-103.3708669,
HOSPITAL REGIONAL DE TLALNEPANTLA,20.69098112,-103.3700814,
HOSPITAL REGIONAL ISSEMYM ATLACOMULCO,20.62716356,-103.3695204,
HOSPITAL REGIONAL ISSEMYM NEZAHUALCOYOTL,20.68709105,-103.3692801,
HOSPITAL REGIONAL ISSEMYM VALLE DE BRAVO,20.68556916,-103.3685723,
HOSPITAL REGIONAL TEJUPILCO ISSEMYM,20.6254519,-103.3683727,
HOSPITAL REGIONAL TEXCOCO,20.66387858,-103.3678275,
HOSPITAL REGIONAL ZUMPANGO ISSEMYN,20.67675455,-103.3668049,
HOSPITAL ROLOSA,20.70374319,-103.3648025,
HOSPITAL SAME,20.6826023,-103.3647075,
HOSPITAL SAME,20.70467017,-103.3645801,
HOSPITAL SAME IXTAPALUCA,20.70383138,-103.3641211,
HOSPITAL SAN JOSE SATELITE,20.66297729,-103.3630515,
HOSPITAL SAN JOSE TEXCOCO,20.65634879,-103.3625745,
HOSPITAL SAN RAFAEL,20.69739541,-103.3617591,
HOSPITAL SATELITE,20.67986881,-103.361268,
HOSPITAL SATELITE,20.67937483,-103.3607528,
HOSPITAL SATELITE,20.6470121,-103.3602268,
HOSPITAL SATELITE,20.6874562,-103.3596038,
HOSPITAL SOFIA,20.67278147,-103.3594345,
HOSPITAL STAR MEDICA JARDIN BICENTENARIO,20.70174236,-103.3588929,
HOSPITAL STAR MEDICA LOMAS VERDES,20.67568943,-103.3581799,
HOSPITAL STAR MEDICA LUNA PARC,20.67717742,-103.3579502,
HOSPITAL STAR MEDICA PARADOR AZTECA,20.68108402,-103.3578457,
HOSPITAL STAR MEDICA TLALNEPANTLA,20.6562642,-103.3576879,
HOSPITAL Y CL?NICA POLIMEDICA LAGO,20.67067466,-103.354924,
HOSPITALES ANGELES LOMAS,20.70733951,-103.3547086,
HOZPITAL GENERAL DE ZONA NUMERO 57 LA QUEBRADA,20.72005404,-103.3541457,
IMSS,20.6720654,-103.3541133,
IMSS,20.6720638,-103.354038,
IMSS,20.68749555,-103.3535569,
IMSS,20.66426654,-103.3531695,
IMSS,20.66676982,-103.3520653,
IMSS 56 JILOTEPEC,20.64296329,-103.3520023,
IMSS 89,20.69141467,-103.3518993,
IMSS CLINICA 184,20.66266352,-103.3509994,
IMSS NO 188,20.64628995,-103.3508946,
IMSS SUBDELAGACION TLALNEPANTLA DE BAZ 01 OFICINAS ADMINISTRATIVAS,20.66060272,-103.3508497,
INSTITUCION GINECOBSTETRICA Y PERINATOLOGIA,20.7309241,-103.3504244,
INSTITUTO DE SALUD DEL ESTADO DE MEXICO,20.73090183,-103.350367,
INSTITUTO DE SEGURIDAD DEL ESTADO DE MEXICO Y MUNICIPIOS,20.66149017,-103.3502342,
INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE MEXICO Y MUNICIPIOS ISSEMYM,20.62003769,-103.3476916,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,20.69089179,-103.3475434,
INSTITUTO MEXICANO DEL SEGURO SOCIAL,20.70809474,-103.3465507,
INSTITUTO MEXICANO DEL SEGURO SOCIAL HGZ53 LOS REYES,20.70292329,-103.3459259,
INSTITUTU DE SALUD DEL ESTADO DE MEXICO,20.61549545,-103.3456588,
INSTUTO MEXICANO DEL SEGURO SOCIAL CLINICA NUM. 86,20.68568028,-103.3439367,
ISEM,20.68724579,-103.3428146,
ISEM,20.67918794,-103.3419367,
ISEM,19.6878572,-103.3394993,
ISEM HOSPITAL MATERNO INFANTIL MIGUEL HIDALGO Y COSTILLA,20.67007014,-103.3388278,
ISEM INSTITUTO DE SALUD DEL ESTADO DE MEXICO,20.67052892,-103.33607,
ISEM INSTITUTO DE SALUD DEL ESTADO DE MEXICO,20.68638262,-103.3345621,
ISEM SEAPS TEPOTZOTLAN,20.69716369,-103.3343923,
ISSEMIN,20.66748308,-103.3334656,
ISSEMMYM,20.67454158,-103.3320732,
ISSEMYM,20.58379481,-103.3320653,
ISSEMYM,20.65523597,-103.3296377,
ISSEMYM,20.64599588,-103.329528,
ISSEMYM CLINICA CHIMALHUACAN,20.68159523,-103.3286662,
ISSEMYN,20.68181586,-103.3285591,
ISSTE,20.56936408,-103.3274967,
